大富翁数据中心_市场代码,证券代码,时间,最新,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
sz,000001,2016-01-04 09:51:25,11.8900,17,305520.0000,257.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2395,1118,2061,861,23,40,776,2231,526,133
sz,000001,2016-01-04 09:51:28,11.9000,13,460488.0000,387.0000,B,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,85,2408,1120,2090,861,431,2200,526,133,412
sz,000001,2016-01-04 09:51:31,11.8900,9,68968.0000,58.0000,S,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,96,2438,1120,2090,871,428,2200,526,133,412
sz,000001,2016-01-04 09:51:34,11.8900,16,147448.0000,124.0000,S,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,2084,2448,1120,2080,896,416,2200,526,133,412
sz,000001,2016-01-04 09:51:38,11.8900,5,118936.0000,100.0000,S,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,2121,2454,1130,2080,901,379,2190,526,133,412
sz,000001,2016-01-04 09:51:40,11.8900,6,44000.0000,37.0000,S,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,2194,2466,1134,2080,874,473,2190,526,133,412
sz,000001,2016-01-04 09:51:43,11.9000,6,298504.0000,250.0000,B,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,2160,2476,1134,2080,875,263,2190,526,133,391
sz,000001,2016-01-04 09:51:46,11.8900,14,251064.0000,211.0000,S,11.8900,11.8800,11.8700,11.8600,11.8500,11.9000,11.9100,11.9200,11.9300,11.9400,2133,2491,1134,2080,875,81,2190,526,133,391
sz,000001,2016-01-04 09:51:50,11.9000,6,146368.0000,123.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,325,2161,2521,1144,2080,2160,526,133,391,594
sz,000001,2016-01-04 09:51:52,11.9000,8,134464.0000,113.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,237,2279,2541,1144,2080,2021,526,123,391,594
sz,000001,2016-01-04 09:51:55,11.9000,3,42840.0000,36.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,250,2262,2541,1244,2108,2021,526,123,391,594
sz,000001,2016-01-04 09:51:58,11.9000,1,2384.0000,2.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,272,2283,2551,1244,2113,2021,536,123,391,594
sz,000001,2016-01-04 09:52:04,11.9000,11,270128.0000,227.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,243,2305,2561,1244,2159,2020,536,123,391,594
sz,000001,2016-01-04 09:52:08,11.9000,16,84512.0000,71.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,238,2410,2541,1246,2159,2023,536,123,391,594
sz,000001,2016-01-04 09:52:10,11.9100,10,119016.0000,100.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,226,2400,2601,1246,2159,2063,536,123,391,594
sz,000001,2016-01-04 09:52:13,11.9000,2,35720.0000,30.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,246,2400,2600,1247,2159,2043,544,123,391,594
sz,000001,2016-01-04 09:52:16,11.9100,5,84536.0000,71.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,266,2450,2600,1257,2159,2002,544,123,391,594
sz,000001,2016-01-04 09:52:19,11.9100,3,48824.0000,41.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,275,2363,2600,1257,2186,1962,544,123,391,603
sz,000001,2016-01-04 09:52:22,11.9000,1,9520.0000,8.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,293,2463,2610,1257,2188,1996,544,123,391,603
sz,000001,2016-01-04 09:52:25,11.9100,1,35736.0000,30.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,318,2473,2611,1257,2188,1966,544,123,391,605
sz,000001,2016-01-04 09:52:28,11.9100,31,617784.0000,519.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,268,2373,2611,1257,2188,1788,544,123,391,605
sz,000001,2016-01-04 09:52:31,11.9000,5,51184.0000,43.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,308,2473,2611,1257,2188,1775,544,123,391,605
sz,000001,2016-01-04 09:52:35,11.9000,3,128624.0000,108.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,348,2473,2640,1257,2203,1672,544,123,391,605
sz,000001,2016-01-04 09:52:37,11.9100,2,20248.0000,17.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,403,2480,2640,1257,2203,1656,544,123,391,605
sz,000001,2016-01-04 09:52:43,11.9000,5,39160.0000,33.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,937,2485,2660,1257,2203,1634,544,123,391,605
sz,000001,2016-01-04 09:52:46,11.9100,2,60736.0000,51.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1067,2505,2660,1257,2203,1591,544,123,391,605
sz,000001,2016-01-04 09:52:49,11.9000,6,101208.0000,85.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1601,2505,2720,1257,2240,1535,544,123,391,605
sz,000001,2016-01-04 09:52:52,11.9100,2,35728.0000,30.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1614,2505,2722,1307,2240,1505,544,123,391,605
sz,000001,2016-01-04 09:52:55,11.9100,9,228656.0000,192.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1736,2505,2742,1309,2240,1432,544,123,391,577
sz,000001,2016-01-04 09:52:58,11.9000,14,1444488.0000,1213.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1859,750,2742,1309,2240,415,544,123,391,577
sz,000001,2016-01-04 09:53:00,11.9000,6,85752.0000,72.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2138,750,2742,1319,2240,344,544,123,391,577
sz,000001,2016-01-04 09:53:04,11.9000,5,47632.0000,40.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2185,744,2783,1331,2240,314,544,123,391,577
sz,000001,2016-01-04 09:53:07,11.9200,20,546552.0000,459.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1362,2195,755,2783,1331,534,123,391,577,691
sz,000001,2016-01-04 09:53:10,11.9100,2,91712.0000,77.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1563,2215,755,2783,1331,590,126,391,577,691
sz,000001,2016-01-04 09:53:13,11.9100,1,5952.0000,5.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1559,2228,761,2789,1331,590,126,391,577,641
sz,000001,2016-01-04 09:53:16,11.9100,3,46456.0000,39.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1554,2238,761,2789,1331,588,126,391,577,641
sz,000001,2016-01-04 09:53:19,11.9100,1,35728.0000,30.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1528,1988,761,2797,1331,684,126,391,577,641
sz,000001,2016-01-04 09:53:22,11.9200,5,159600.0000,134.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1226,1990,864,2797,1331,673,126,391,577,641
sz,000001,2016-01-04 09:53:25,11.9100,6,85816.0000,72.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1278,2041,864,2797,1331,610,126,391,577,659
sz,000001,2016-01-04 09:53:28,11.9100,6,193088.0000,162.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1272,2046,871,2789,1331,459,126,391,577,659
sz,000001,2016-01-04 09:53:31,11.9200,3,22648.0000,19.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1331,2043,871,2789,1331,466,126,391,607,659
sz,000001,2016-01-04 09:53:33,11.9200,5,78672.0000,66.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1332,2048,871,2789,1331,404,126,391,607,659
sz,000001,2016-01-04 09:53:37,11.9200,12,578912.0000,486.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,931,1863,881,2789,1331,319,126,391,607,659
sz,000001,2016-01-04 09:53:40,11.9200,9,239536.0000,201.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,868,1903,881,2789,1331,369,126,391,607,659
sz,000001,2016-01-04 09:53:43,11.9100,5,54824.0000,46.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,891,1916,881,2839,1331,343,126,391,610,659
sz,000001,2016-01-04 09:53:46,11.9200,3,57072.0000,48.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,895,1926,881,2839,1331,306,126,391,610,659
sz,000001,2016-01-04 09:53:48,11.9200,3,39336.0000,33.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,905,1938,881,2844,1331,273,322,391,610,659
sz,000001,2016-01-04 09:53:53,11.9200,8,193000.0000,162.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,843,1940,901,2844,1331,214,322,391,610,659
sz,000001,2016-01-04 09:53:55,11.9200,4,76240.0000,64.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,830,1960,940,2844,1331,254,322,391,610,659
sz,000001,2016-01-04 09:53:58,11.9200,7,362712.0000,304.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,0,780,1962,940,2844,322,391,610,659,243
sz,000001,2016-01-04 09:54:01,11.9200,2,5952.0000,5.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,1,810,1968,947,2824,322,391,610,659,243
sz,000001,2016-01-04 09:54:04,11.9200,5,27024.0000,23.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,836,1978,947,2794,1331,91,368,391,610,659
sz,000001,2016-01-04 09:54:08,11.9200,2,108864.0000,91.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,913,856,2031,957,2794,368,391,610,659,243
sz,000001,2016-01-04 09:54:10,11.9200,1,11920.0000,10.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,919,859,2031,957,2794,368,391,610,659,243
sz,000001,2016-01-04 09:54:13,11.9200,2,20272.0000,17.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,919,859,2031,957,2794,361,391,610,659,243
sz,000001,2016-01-04 09:54:16,11.9200,3,157368.0000,132.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,808,934,2041,947,2765,340,391,610,659,243
sz,000001,2016-01-04 09:54:19,11.9200,8,959576.0000,805.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,83,964,2041,957,2765,326,391,610,659,243
sz,000001,2016-01-04 09:54:22,11.9300,6,48912.0000,41.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,113,999,2049,967,2768,285,391,610,659,243
sz,000001,2016-01-04 09:54:25,11.9200,13,141456.0000,119.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,1029,2049,997,2778,1331,5,372,491,594,659
sz,000001,2016-01-04 09:54:28,11.9300,7,400048.0000,335.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,3,1101,2050,1018,2790,42,491,594,659,243
sz,000001,2016-01-04 09:54:31,11.9300,2,39368.0000,33.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,4,1071,2055,1056,2800,36,491,594,659,245
sz,000001,2016-01-04 09:54:34,11.9100,10,144976.0000,122.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,997,2024,1216,2820,1331,72,16,491,594,659
sz,000001,2016-01-04 09:54:37,11.9200,3,133856.0000,112.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,0,937,2024,1216,2820,16,491,594,659,245
sz,000001,2016-01-04 09:54:40,11.9200,5,37752.0000,32.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,937,2036,1216,2820,1339,104,16,491,594,659
sz,000001,2016-01-04 09:54:46,11.9200,3,20120.0000,17.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,929,2048,1246,2822,1339,103,16,391,594,659
sz,000001,2016-01-04 09:54:49,11.9100,2,127472.0000,107.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,927,2048,1246,2823,1339,68,16,411,594,659
sz,000001,2016-01-04 09:54:52,11.9200,5,40528.0000,34.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,945,2054,1246,2823,1339,34,16,411,534,659
sz,000001,2016-01-04 09:54:55,11.9300,6,126832.0000,106.0000,B,11.9300,11.9200,11.9100,11.9000,11.8900,11.9400,11.9500,11.9600,11.9700,11.9800,8,97,1003,2080,1256,396,534,664,245,970
sz,000001,2016-01-04 09:54:58,11.9300,2,15120.0000,13.0000,S,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,109,1003,2121,1256,2823,57,396,534,664,245
sz,000001,2016-01-04 09:55:02,11.9100,9,207344.0000,174.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9300,11.9400,11.9500,11.9600,11.9700,946,2121,1238,2823,1344,504,396,534,674,245
sz,000001,2016-01-04 09:55:04,11.9300,15,297792.0000,250.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,10,810,2123,1248,2823,526,396,534,674,245
sz,000001,2016-01-04 09:55:07,11.9100,46,988936.0000,830.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9300,11.9400,11.9500,11.9600,2123,1248,2803,1344,3641,3,526,396,534,674
sz,000001,2016-01-04 09:55:10,11.9100,3,36920.0000,31.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9300,11.9400,11.9500,11.9600,2128,1242,2803,1344,3761,29,546,396,534,674
sz,000001,2016-01-04 09:55:13,11.9100,3,35336.0000,30.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,74,1858,1242,2803,1344,10,1012,396,534,674
sz,000001,2016-01-04 09:55:16,11.9200,5,164424.0000,138.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9300,11.9400,11.9500,11.9600,11.9700,1,1859,1242,2803,1344,1012,465,534,674,245
sz,000001,2016-01-04 09:55:19,11.9200,2,34592.0000,29.0000,B,11.9200,11.9100,11.9000,11.8900,11.8800,11.9300,11.9400,11.9500,11.9600,11.9700,1,28,1902,1212,2808,1006,465,534,674,245
sz,000001,2016-01-04 09:55:28,11.9100,18,317096.0000,266.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,133,1872,1212,2833,1370,10,609,483,678,345
sz,000001,2016-01-04 09:55:31,11.9100,6,76280.0000,64.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,205,1892,1212,2843,1370,650,609,483,678,346
sz,000001,2016-01-04 09:55:34,11.9200,1,11920.0000,10.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,205,1941,1209,2843,1370,761,609,483,678,346
sz,000001,2016-01-04 09:55:37,11.9200,2,13112.0000,11.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,232,1963,1109,2873,1370,1179,609,483,678,346
sz,000001,2016-01-04 09:55:40,11.9000,26,445776.0000,374.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1896,1109,2874,1370,3761,123,1183,621,483,678
sz,000001,2016-01-04 09:55:43,11.9100,4,60736.0000,51.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1920,1115,2874,1370,3761,197,1183,621,483,678
sz,000001,2016-01-04 09:55:45,11.9100,2,61936.0000,52.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,1930,1115,2874,1370,3761,145,1183,651,483,678
sz,000001,2016-01-04 09:55:49,11.9200,8,259104.0000,218.0000,B,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,204,1932,1115,2874,1370,1179,651,465,678,346
sz,000001,2016-01-04 09:55:52,11.9100,1,59552.0000,50.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,357,1932,1115,2879,1370,1068,651,465,678,396
sz,000001,2016-01-04 09:55:55,11.9100,5,64320.0000,54.0000,S,11.9100,11.9000,11.8900,11.8800,11.8700,11.9200,11.9300,11.9400,11.9500,11.9600,524,1995,1240,2879,1370,1057,651,465,678,396
sz,000001,2016-01-04 09:55:58,11.9100,14,746104.0000,626.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2120,1240,2889,1370,3761,149,1057,651,465,807
sz,000001,2016-01-04 09:56:02,11.9100,4,34520.0000,29.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2094,1275,2893,1370,3761,141,1057,651,465,807
sz,000001,2016-01-04 09:56:04,11.9100,3,23816.0000,20.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2214,1275,2893,1370,3761,128,1057,651,465,381
sz,000001,2016-01-04 09:56:07,11.9100,4,23824.0000,20.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2244,1281,2873,870,3761,216,1062,651,465,381
sz,000001,2016-01-04 09:56:09,11.9000,12,161912.0000,136.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2178,1281,2873,870,3761,146,1062,651,465,381
sz,000001,2016-01-04 09:56:13,11.9100,8,157120.0000,132.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2132,1316,2853,870,3791,398,1062,651,416,237
sz,000001,2016-01-04 09:56:17,11.9100,4,47648.0000,40.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2150,1316,2853,870,3791,588,1062,621,416,237
sz,000001,2016-01-04 09:56:19,11.9100,5,136960.0000,115.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2150,1321,2853,870,3791,518,1076,621,416,237
sz,000001,2016-01-04 09:56:22,11.9100,6,79768.0000,67.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2125,1323,2873,870,3791,910,1076,612,416,237
sz,000001,2016-01-04 09:56:25,11.9000,2,23800.0000,20.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2109,1323,2873,870,3791,1024,1076,612,416,237
sz,000001,2016-01-04 09:56:29,11.9100,4,151256.0000,127.0000,B,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2134,1323,2881,886,3791,897,1076,612,516,237
sz,000001,2016-01-04 09:56:31,11.9000,7,202688.0000,171.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2138,1323,2884,902,3791,857,1076,612,516,237
sz,000001,2016-01-04 09:56:34,11.9000,8,64272.0000,54.0000,S,11.9000,11.8900,11.8800,11.8700,11.8600,11.9100,11.9200,11.9300,11.9400,11.9500,2114,1378,2884,902,3816,1022,1076,473,516,237
sz,000001,2016-01-04 09:56:36,11.8900,164,4158888.0000,3496.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9100,11.9200,11.9300,11.9400,2884,902,3816,1738,26,2206,1019,1076,473,516
sz,000001,2016-01-04 09:56:40,11.8900,2,595688.0000,501.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2884,902,3816,1738,26,1705,7,1178,962,473
sz,000001,2016-01-04 09:56:43,11.8900,24,374248.0000,315.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2576,902,3903,1728,26,1678,8,1178,762,473
sz,000001,2016-01-04 09:56:47,11.8900,9,53352.0000,44.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2555,902,3903,1728,26,1768,13,1178,762,146
sz,000001,2016-01-04 09:56:48,11.8900,4,186680.0000,157.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2559,902,3903,1728,26,1611,352,1292,762,146
sz,000001,2016-01-04 09:56:51,11.8900,3,255632.0000,215.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2565,902,3866,1729,26,1396,352,1292,762,146
sz,000001,2016-01-04 09:56:56,11.8800,9,140232.0000,118.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2485,902,3866,1729,26,1346,491,1292,762,284
sz,000001,2016-01-04 09:56:58,11.8900,21,562048.0000,473.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,2240,902,3866,1729,26,1223,496,1292,762,284
sz,000001,2016-01-04 09:57:01,11.8900,13,898336.0000,756.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1694,802,3866,1744,26,1013,696,1292,762,284
sz,000001,2016-01-04 09:57:05,11.8900,8,200936.0000,169.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1677,807,3866,1743,26,978,696,1292,762,284
sz,000001,2016-01-04 09:57:07,11.8800,1,47520.0000,40.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1654,809,3868,1748,26,978,696,1292,762,284
sz,000001,2016-01-04 09:57:11,11.8900,5,71336.0000,60.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1684,854,3906,1731,56,918,736,1292,762,284
sz,000001,2016-01-04 09:57:13,11.8900,5,38024.0000,32.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1662,864,3906,1731,56,908,736,1292,762,258
sz,000001,2016-01-04 09:57:16,11.8900,5,110504.0000,93.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1702,864,3906,1736,56,890,736,1292,761,258
sz,000001,2016-01-04 09:57:19,11.8800,4,67760.0000,57.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1692,871,3886,1736,56,724,736,1292,761,258
sz,000001,2016-01-04 09:57:22,11.8800,6,179416.0000,151.0000,S,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1790,1076,3914,1886,56,695,746,1287,761,258
sz,000001,2016-01-04 09:57:26,11.8900,5,159328.0000,134.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1792,1076,3919,1882,106,561,434,1287,761,258
sz,000001,2016-01-04 09:57:28,11.8900,5,112936.0000,95.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1780,1076,3919,1892,126,486,599,1287,761,258
sz,000001,2016-01-04 09:57:32,11.8900,11,202032.0000,170.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1816,1060,3919,1892,136,453,609,1287,761,258
sz,000001,2016-01-04 09:57:34,11.8900,4,27344.0000,23.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1829,1039,3969,1892,186,432,609,1287,761,258
sz,000001,2016-01-04 09:57:37,11.8900,19,339856.0000,286.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1656,1039,3969,1892,191,460,609,1287,761,258
sz,000001,2016-01-04 09:57:40,11.8900,4,32104.0000,27.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1636,1059,3969,1902,218,433,723,1287,761,258
sz,000001,2016-01-04 09:57:44,11.8900,3,48744.0000,41.0000,B,11.8800,11.8700,11.8600,11.8500,11.8400,11.8900,11.9000,11.9100,11.9200,11.9300,1662,1054,3969,1902,312,517,723,1287,761,258
